3,1,24.0,480.0,120,312
4,1,0.0,272.0,152,520
5,1,0.0,256.0,160,536
5,2,1792.0,576.0,72,168
6,1,0.0,256.0,168,536
6,2,1792.0,584.0,72,168
7,0,1744.0,400.0,120,136
7,1,0.0,248.0,176,544
7,2,1800.0,584.0,64,144
8,0,1744.0,400.0,176,176
8,1,0.0,248.0,184,544
8,2,1800.0,584.0,64,144
9,0,1744.0,400.0,176,328
9,1,0.0,240.0,184,552
9,2,1264.0,472.0,136,184
10,0,1744.0,400.0,176,176
10,1,0.0,248.0,224,544
10,2,1264.0,472.0,136,184
10,3,1744.0,592.0,120,168
11,0,1744.0,400.0,176,184
11,1,0.0,240.0,224,576
11,2,1264.0,472.0,136,184
12,0,1744.0,400.0,176,328
12,1,0.0,240.0,224,624
12,2,1264.0,472.0,136,184
13,0,1704.0,400.0,216,352
13,1,0.0,240.0,280,552
13,2,1264.0,472.0,136,184
14,0,1696.0,392.0,176,360
14,1,0.0,240.0,288,552
14,2,1264.0,472.0,136,184
15,0,1696.0,392.0,176,360
15,1,0.0,248.0,208,552
15,2,1264.0,472.0,144,184
16,0,1688.0,392.0,232,360
16,1,0.0,248.0,216,560
16,2,1264.0,472.0,144,184
17,0,1680.0,392.0,240,360
17,1,0.0,248.0,216,568
17,2,1264.0,472.0,144,184
18,0,1672.0,392.0,248,368
18,1,0.0,248.0,280,672
18,2,1264.0,472.0,144,184
19,0,1704.0,392.0,216,368
19,1,0.0,248.0,232,672
19,2,1264.0,472.0,152,184
20,0,1680.0,392.0,240,368
20,1,0.0,248.0,280,664
20,2,1264.0,472.0,152,192
20,3,1704.0,600.0,96,160
21,0,1672.0,336.0,248,432
21,1,0.0,248.0,280,664
21,2,1264.0,472.0,152,192
22,0,1672.0,336.0,248,432
22,1,0.0,248.0,280,664
22,2,1264.0,472.0,152,192
23,0,1632.0,336.0,288,432
23,1,0.0,248.0,320,664
23,2,1264.0,472.0,160,192
24,0,1632.0,336.0,288,440
24,1,0.0,248.0,320,664
24,2,1264.0,472.0,160,192
25,0,1632.0,336.0,288,440
25,1,0.0,248.0,256,664
25,2,1264.0,472.0,160,192
26,0,1632.0,336.0,288,440
26,1,0.0,248.0,256,664
26,2,1264.0,472.0,160,192
27,0,1632.0,336.0,288,440
27,1,0.0,248.0,256,664
27,2,1264.0,472.0,160,192
27,3,0.0,552.0,72,264
28,0,1632.0,336.0,288,448
28,1,0.0,248.0,280,664
28,2,1264.0,472.0,160,192
28,3,0.0,552.0,72,264
29,0,1632.0,336.0,288,448
29,1,48.0,240.0,248,672
29,2,1264.0,472.0,160,192
29,3,0.0,552.0,72,264
30,0,1632.0,328.0,288,456
30,1,48.0,240.0,272,672
30,2,1264.0,472.0,160,192
30,3,0.0,552.0,72,264
31,0,1632.0,328.0,288,456
31,1,48.0,240.0,288,672
31,2,1264.0,472.0,160,192
31,3,0.0,552.0,72,264
32,0,1632.0,320.0,288,464
32,1,48.0,240.0,304,672
32,2,1264.0,472.0,160,192
32,3,0.0,552.0,72,264
33,0,1648.0,320.0,272,464
33,1,48.0,248.0,320,544
33,2,1264.0,472.0,160,200
33,3,0.0,552.0,72,264
33,4,160.0,728.0,80,184
34,0,1632.0,320.0,288,464
34,1,48.0,248.0,408,624
34,2,1264.0,472.0,160,200
34,3,0.0,552.0,72,264
34,4,160.0,728.0,80,184
35,0,1632.0,320.0,288,464
35,1,0.0,256.0,464,616
35,2,1264.0,472.0,160,200
35,3,0.0,552.0,72,264
36,0,1632.0,320.0,288,464
36,1,0.0,280.0,472,592
36,2,1264.0,472.0,160,200
36,3,0.0,552.0,72,264
37,0,1632.0,312.0,288,472
37,1,0.0,280.0,480,592
37,2,1264.0,472.0,160,200
37,3,0.0,520.0,72,296
38,0,1632.0,312.0,288,480
38,1,0.0,344.0,488,528
38,2,1264.0,472.0,160,200
38,3,0.0,496.0,72,320
39,0,1632.0,312.0,288,480
39,1,0.0,352.0,488,520
39,2,1264.0,472.0,160,200
39,3,0.0,496.0,72,320
40,0,1632.0,312.0,288,488
40,1,168.0,536.0,320,336
40,2,1264.0,472.0,160,200
40,3,0.0,520.0,64,296
40,4,0.0,360.0,256,216
41,0,1632.0,320.0,288,480
41,1,0.0,360.0,488,552
41,2,1264.0,472.0,160,200
41,3,0.0,520.0,64,296
42,0,1624.0,320.0,296,480
42,1,200.0,576.0,288,336
42,2,1264.0,472.0,160,200
42,3,0.0,528.0,64,272
42,4,0.0,360.0,256,224
43,0,1624.0,320.0,296,488
43,1,280.0,568.0,208,304
43,2,1264.0,472.0,168,200
43,3,0.0,496.0,64,304
43,4,0.0,360.0,256,216
44,0,1624.0,320.0,296,488
44,1,296.0,568.0,192,304
44,2,1264.0,472.0,168,200
44,3,0.0,496.0,64,304
44,4,0.0,360.0,256,216
45,0,1624.0,320.0,296,488
45,1,296.0,464.0,256,424
45,2,1264.0,472.0,168,200
45,4,0.0,360.0,256,440
46,0,1616.0,312.0,304,496
46,1,296.0,464.0,304,424
46,2,1264.0,472.0,168,200
46,3,0.0,496.0,64,296
46,4,0.0,360.0,256,216
47,0,1616.0,312.0,304,496
47,1,368.0,464.0,232,416
47,2,1264.0,472.0,168,200
47,4,0.0,360.0,256,432
48,0,1608.0,304.0,312,504
48,1,392.0,456.0,208,424
48,2,1264.0,472.0,168,200
48,4,0.0,360.0,256,432
49,0,1600.0,304.0,320,504
49,1,392.0,440.0,216,432
49,2,1264.0,472.0,168,200
49,3,0.0,496.0,64,296
49,4,0.0,360.0,256,208
50,0,1592.0,304.0,328,504
50,1,392.0,432.0,272,440
50,2,1264.0,472.0,168,200
50,3,0.0,496.0,64,296
50,4,0.0,360.0,136,208
50,5,152.0,376.0,104,200
51,0,1584.0,304.0,336,504
51,1,400.0,416.0,296,448
51,2,1264.0,472.0,168,200
51,3,0.0,496.0,64,296
51,4,0.0,360.0,136,208
51,5,160.0,392.0,96,184
51,6,392.0,584.0,104,288
52,0,1584.0,296.0,336,512
52,1,400.0,408.0,312,448
52,2,1264.0,472.0,168,200
52,4,0.0,360.0,136,432
52,6,392.0,656.0,120,216
53,0,1576.0,296.0,344,512
53,1,400.0,392.0,328,464
53,2,1264.0,472.0,168,200
53,4,0.0,360.0,256,216
53,5,0.0,496.0,64,296
53,6,400.0,664.0,128,208
54,0,1576.0,296.0,344,512
54,1,400.0,392.0,336,464
54,2,1264.0,472.0,168,200
54,4,0.0,360.0,224,224
54,5,0.0,496.0,64,296
54,6,400.0,664.0,144,208
55,0,1576.0,296.0,344,512
55,1,400.0,384.0,336,472
55,2,1264.0,472.0,168,200
55,4,0.0,360.0,216,224
55,5,0.0,496.0,64,296
55,6,416.0,672.0,160,192
56,0,1576.0,296.0,344,520
56,1,408.0,304.0,304,320
56,2,1264.0,472.0,168,200
56,3,640.0,664.0,96,192
56,4,0.0,360.0,224,232
56,5,0.0,496.0,64,296
56,6,440.0,672.0,160,192
57,0,1568.0,296.0,352,520
57,1,408.0,304.0,304,320
57,2,1264.0,472.0,168,200
57,3,512.0,664.0,224,192
57,4,0.0,360.0,224,232
57,5,0.0,496.0,64,296
58,0,1560.0,296.0,360,528
58,1,512.0,304.0,224,552
58,2,1264.0,472.0,168,200
58,4,0.0,360.0,224,224
58,5,0.0,496.0,64,296
59,0,1576.0,296.0,344,528
59,1,520.0,376.0,224,240
59,2,1264.0,472.0,168,200
59,3,584.0,608.0,152,248
59,4,0.0,360.0,224,224
59,5,0.0,496.0,64,296
60,0,1544.0,296.0,376,528
60,1,552.0,296.0,296,384
60,2,1264.0,472.0,168,200
60,3,600.0,664.0,136,192
60,4,0.0,360.0,224,224
60,5,0.0,496.0,64,296
61,0,1576.0,296.0,344,536
61,1,552.0,280.0,296,400
61,2,1264.0,472.0,168,200
61,3,632.0,664.0,104,192
61,4,0.0,360.0,224,232
61,5,0.0,496.0,64,296
62,0,1752.0,296.0,168,536
62,1,576.0,280.0,264,336
62,2,1264.0,472.0,168,200
62,3,640.0,664.0,104,192
62,4,0.0,360.0,224,232
62,5,0.0,496.0,64,296
62,6,1576.0,360.0,152,456
63,0,1752.0,296.0,168,536
63,1,584.0,280.0,264,576
63,2,1264.0,472.0,168,200
63,4,0.0,360.0,224,232
63,5,0.0,496.0,64,296
63,6,1544.0,368.0,184,448
64,0,1752.0,288.0,168,544
64,1,592.0,280.0,288,576
64,2,1264.0,472.0,168,200
64,4,0.0,360.0,224,232
64,5,0.0,496.0,64,296
64,6,1544.0,368.0,184,448
65,0,1744.0,288.0,176,544
65,1,592.0,288.0,296,568
65,2,1264.0,472.0,168,200
65,4,0.0,360.0,224,232
65,5,0.0,496.0,64,296
65,6,1536.0,392.0,192,424
66,0,1736.0,288.0,184,544
66,1,632.0,296.0,280,560
66,2,1272.0,472.0,160,200
66,4,0.0,360.0,128,184
66,5,0.0,496.0,64,296
66,6,1528.0,400.0,200,424
67,0,1528.0,416.0,216,408
67,1,648.0,304.0,272,552
67,2,1272.0,472.0,160,200
67,4,0.0,360.0,128,192
67,5,0.0,496.0,64,296
67,6,1768.0,288.0,152,544
68,0,1528.0,280.0,392,552
68,1,672.0,304.0,264,448
68,2,1272.0,472.0,160,200
68,4,0.0,360.0,128,192
68,5,0.0,496.0,64,296
69,0,1528.0,280.0,392,552
69,1,680.0,304.0,256,448
69,2,1272.0,472.0,160,200
69,4,0.0,360.0,128,192
69,5,0.0,496.0,64,296
70,0,1528.0,280.0,392,560
70,1,704.0,304.0,320,424
70,2,1272.0,472.0,160,200
70,4,0.0,360.0,128,184
70,5,0.0,496.0,80,296
71,0,1528.0,280.0,392,560
71,1,712.0,304.0,312,336
71,2,1272.0,472.0,160,200
71,3,736.0,632.0,136,200
71,4,0.0,360.0,128,184
71,5,0.0,496.0,80,296
72,0,1528.0,280.0,392,560
72,1,720.0,296.0,304,528
72,2,1272.0,472.0,160,200
72,4,0.0,360.0,128,184
72,5,0.0,496.0,80,296
73,0,1520.0,280.0,400,568
73,1,744.0,296.0,280,528
73,2,1272.0,472.0,160,200
73,4,0.0,360.0,128,184
73,5,0.0,496.0,80,296
74,0,1520.0,280.0,400,576
74,1,752.0,296.0,264,528
74,2,1272.0,472.0,160,200
74,4,0.0,360.0,128,184
74,5,0.0,496.0,80,296
75,0,1520.0,280.0,400,584
75,1,768.0,296.0,248,520
75,2,1280.0,472.0,152,200
75,4,0.0,360.0,128,176
75,5,0.0,496.0,80,296
76,0,1520.0,280.0,400,584
76,1,776.0,296.0,232,520
76,2,1280.0,472.0,152,200
76,4,0.0,360.0,128,176
76,5,0.0,496.0,80,296
77,0,1512.0,280.0,408,584
77,1,776.0,304.0,256,504
77,2,1280.0,472.0,152,200
77,4,0.0,360.0,128,176
77,5,0.0,496.0,80,296
78,0,1512.0,280.0,408,592
78,1,776.0,304.0,224,416
78,2,1280.0,472.0,152,200
78,4,0.0,360.0,128,176
78,5,0.0,496.0,80,296
79,0,1512.0,280.0,408,592
79,1,776.0,312.0,232,408
79,2,1280.0,472.0,152,200
79,4,0.0,360.0,128,176
79,5,0.0,496.0,72,296
80,0,1512.0,280.0,408,592
80,1,840.0,312.0,184,504
80,2,1280.0,472.0,152,200
80,4,0.0,360.0,96,152
80,5,0.0,496.0,72,296
81,0,1512.0,272.0,408,600
81,1,840.0,312.0,192,504
81,2,1280.0,480.0,152,192
81,4,0.0,360.0,96,152
81,5,0.0,496.0,72,296
82,0,1512.0,272.0,408,600
82,1,872.0,320.0,168,320
82,2,1280.0,480.0,152,192
82,4,0.0,360.0,96,152
82,5,0.0,496.0,72,280
83,0,1496.0,264.0,424,608
83,1,872.0,320.0,224,472
83,2,1280.0,480.0,152,192
83,4,0.0,360.0,96,152
83,5,0.0,496.0,72,280
84,0,1280.0,264.0,640,608
84,1,872.0,312.0,200,480
84,4,0.0,360.0,96,152
84,5,0.0,496.0,72,280
85,0,1280.0,256.0,640,616
85,1,872.0,312.0,224,336
85,4,0.0,360.0,128,176
85,5,0.0,496.0,72,280
86,0,1280.0,344.0,408,520
86,1,872.0,312.0,240,336
86,3,1688.0,256.0,232,616
86,4,0.0,360.0,128,176
86,5,0.0,496.0,72,248
87,0,1280.0,344.0,408,520
87,1,872.0,312.0,256,328
87,2,264.0,520.0,128,96
87,3,1688.0,256.0,232,616
87,4,0.0,360.0,80,160
87,5,0.0,496.0,64,248
87,6,984.0,648.0,112,144
88,0,1288.0,344.0,392,528
88,1,872.0,312.0,272,328
88,3,1688.0,248.0,232,624
88,4,0.0,360.0,80,152
88,5,0.0,496.0,64,248
89,0,1296.0,344.0,376,528
89,1,872.0,320.0,288,320
89,3,1688.0,248.0,232,624
89,4,264.0,512.0,144,104
89,5,0.0,496.0,64,240
90,0,1296.0,336.0,368,536
90,1,872.0,320.0,312,320
90,3,1680.0,248.0,240,416
90,4,1704.0,608.0,160,264
90,5,0.0,496.0,64,240
91,0,1296.0,336.0,360,536
91,1,872.0,328.0,320,312
91,3,1680.0,248.0,240,408
91,4,1696.0,616.0,168,264
91,5,0.0,496.0,64,248
92,0,1304.0,336.0,344,536
92,1,872.0,328.0,328,320
92,3,1672.0,248.0,248,392
92,4,1680.0,624.0,184,264
92,5,0.0,496.0,64,248
92,6,0.0,360.0,96,144
93,0,1304.0,328.0,344,544
93,1,880.0,336.0,336,432
93,3,1672.0,248.0,248,328
93,4,1656.0,624.0,208,264
93,5,0.0,496.0,64,248
93,6,0.0,360.0,96,152
94,0,1304.0,328.0,344,544
94,1,984.0,344.0,232,416
94,3,1664.0,248.0,256,336
94,4,1648.0,624.0,216,272
94,6,0.0,360.0,96,152
95,0,1304.0,328.0,336,544
95,1,1000.0,344.0,224,416
95,3,1656.0,256.0,264,344
95,4,1648.0,624.0,216,272
95,5,488.0,496.0,80,176
95,6,0.0,360.0,96,152
95,7,0.0,496.0,56,248
96,0,1304.0,328.0,304,544
96,1,1024.0,344.0,200,440
96,3,1648.0,256.0,272,648
96,6,0.0,360.0,96,152
96,7,0.0,496.0,64,248
97,0,1304.0,328.0,304,552
97,1,1040.0,344.0,192,424
97,3,1600.0,248.0,320,656
97,6,0.0,360.0,96,152
97,7,0.0,504.0,64,240
98,0,1304.0,328.0,272,560
98,1,1056.0,336.0,176,432
98,3,1632.0,248.0,288,656
98,6,0.0,360.0,96,152
98,7,0.0,504.0,64,240
99,0,1304.0,328.0,272,560
99,1,1064.0,336.0,168,432
99,3,1632.0,240.0,288,632
99,5,1648.0,624.0,120,280
99,6,0.0,360.0,96,152
99,7,0.0,496.0,64,248
100,0,1304.0,328.0,264,568
100,1,1072.0,336.0,160,432
100,3,1624.0,304.0,296,568
100,5,1648.0,624.0,120,280
100,6,0.0,360.0,96,152
100,7,0.0,496.0,64,248
101,0,1304.0,328.0,264,576
101,1,1080.0,344.0,152,416
101,3,1616.0,296.0,304,576
101,5,1648.0,624.0,120,280
101,6,0.0,360.0,96,152
101,7,0.0,496.0,64,248
102,0,1320.0,328.0,240,576
102,1,1088.0,344.0,152,416
102,3,1616.0,288.0,304,616
102,7,0.0,520.0,64,224
103,0,1320.0,328.0,240,576
103,1,1104.0,344.0,152,416
103,3,1608.0,232.0,312,672
103,7,0.0,520.0,56,224
104,0,1320.0,328.0,256,576
104,1,1120.0,352.0,144,408
104,3,1600.0,232.0,320,672
104,7,0.0,520.0,56,224
105,0,1320.0,328.0,256,584
105,1,1128.0,352.0,208,344
105,3,1592.0,232.0,328,672
105,7,0.0,520.0,56,224
106,0,1328.0,320.0,248,592
106,1,1128.0,360.0,208,400
106,3,1592.0,224.0,328,688
106,7,0.0,520.0,56,224
107,0,1328.0,312.0,232,600
107,1,1136.0,360.0,200,400
107,3,1584.0,224.0,336,696
107,7,0.0,520.0,64,224
108,0,1384.0,312.0,168,600
108,1,1144.0,360.0,216,392
108,3,1576.0,224.0,344,704
108,7,0.0,520.0,64,224
109,0,1384.0,312.0,168,600
109,1,1160.0,376.0,200,368
109,3,1568.0,224.0,352,712
109,7,0.0,536.0,64,208
110,0,1392.0,304.0,160,608
110,1,1176.0,352.0,192,392
110,3,1568.0,224.0,352,720
110,7,0.0,536.0,64,208
111,0,1184.0,304.0,360,608
111,1,776.0,528.0,176,168
111,3,1560.0,224.0,360,720
111,7,0.0,536.0,64,208
112,0,1184.0,304.0,360,608
112,1,776.0,520.0,176,176
112,3,1560.0,224.0,360,728
112,7,0.0,536.0,64,208
113,0,1192.0,304.0,352,616
113,3,1552.0,224.0,368,728
113,7,0.0,536.0,64,208
114,0,1192.0,304.0,352,624
114,3,1544.0,224.0,376,728
114,7,0.0,536.0,64,208
115,0,1192.0,304.0,344,632
115,2,872.0,432.0,96,216
115,3,1544.0,224.0,376,736
115,7,0.0,536.0,64,208
116,0,1192.0,304.0,336,632
116,2,776.0,424.0,200,224
116,3,1536.0,224.0,384,736
116,7,0.0,536.0,64,208
117,0,1192.0,304.0,336,640
117,2,776.0,424.0,200,224
117,3,1528.0,216.0,392,744
117,7,0.0,536.0,64,208
118,0,1200.0,312.0,320,640
118,2,776.0,448.0,216,200
118,3,1520.0,208.0,400,752
118,7,0.0,536.0,64,200
119,0,1208.0,312.0,304,640
119,2,880.0,448.0,120,200
119,3,1520.0,208.0,400,752
119,7,0.0,536.0,64,200
120,0,1216.0,304.0,288,648
120,2,880.0,424.0,128,224
120,3,1512.0,200.0,408,760
120,7,0.0,536.0,64,168
121,0,1208.0,304.0,288,648
121,2,880.0,424.0,136,224
121,3,1504.0,192.0,416,768
121,7,0.0,536.0,64,168
122,0,1192.0,296.0,296,656
122,2,880.0,456.0,136,192
122,3,1504.0,192.0,416,768
122,7,0.0,536.0,64,168
123,0,1176.0,296.0,304,656
123,2,936.0,424.0,104,216
123,3,1496.0,192.0,424,768
123,4,368.0,488.0,72,128
123,7,0.0,536.0,64,168
124,0,1168.0,288.0,304,664
124,2,936.0,424.0,104,200
124,3,1488.0,184.0,432,776
124,7,0.0,536.0,64,168
125,0,1160.0,288.0,304,664
125,3,1488.0,184.0,432,776
125,7,0.0,536.0,72,168
126,0,1152.0,288.0,296,664
126,3,1480.0,184.0,440,776
126,7,368.0,488.0,72,128
127,0,1152.0,288.0,296,672
127,3,1464.0,184.0,456,784
127,7,352.0,488.0,88,128
128,0,1152.0,280.0,288,696
128,2,1752.0,408.0,168,336
128,3,1432.0,184.0,296,800
128,7,352.0,448.0,208,168
129,0,1160.0,280.0,232,704
129,2,1752.0,408.0,168,336
129,3,1408.0,176.0,320,816
129,7,344.0,448.0,216,168
130,0,1152.0,280.0,240,720
130,3,1392.0,184.0,528,808
130,7,344.0,448.0,216,168
131,0,1144.0,184.0,552,816
131,3,1728.0,408.0,192,336
131,7,344.0,448.0,216,168
132,0,1136.0,184.0,544,824
132,3,1752.0,408.0,168,336
132,7,344.0,440.0,216,176
133,0,1128.0,176.0,544,840
133,2,0.0,512.0,88,192
133,3,1752.0,408.0,168,336
133,7,344.0,440.0,216,176
134,0,1120.0,176.0,536,840
134,2,0.0,504.0,136,256
134,3,1728.0,408.0,192,336
134,7,344.0,440.0,216,176
135,0,1112.0,168.0,544,848
135,2,0.0,432.0,144,376
135,3,1752.0,408.0,168,336
135,7,344.0,440.0,216,176
136,0,1088.0,160.0,568,856
136,2,0.0,432.0,136,488
136,3,1728.0,408.0,192,336
136,7,344.0,440.0,216,176
137,0,1088.0,160.0,560,856
137,2,0.0,432.0,152,488
137,3,1728.0,408.0,192,336
137,7,344.0,440.0,224,176
138,0,1072.0,152.0,568,864
138,2,0.0,408.0,216,504
138,3,1728.0,408.0,192,336
138,7,336.0,440.0,232,176
139,0,1056.0,152.0,576,864
139,2,0.0,296.0,216,448
139,3,1752.0,408.0,168,336
139,4,40.0,776.0,128,152
139,7,336.0,440.0,232,176
140,0,1056.0,152.0,568,864
140,2,0.0,288.0,216,456
140,3,1728.0,408.0,192,336
140,7,336.0,440.0,232,176
141,0,1032.0,144.0,576,872
141,2,0.0,288.0,224,520
141,3,1752.0,408.0,168,336
141,7,336.0,440.0,232,176
142,0,1008.0,144.0,584,872
142,2,0.0,288.0,224,552
142,3,1728.0,408.0,192,336
142,4,40.0,720.0,120,184
142,7,328.0,440.0,240,176
143,0,984.0,144.0,608,888
143,2,0.0,288.0,224,440
143,3,1712.0,408.0,208,336
143,4,0.0,720.0,160,184
143,7,328.0,440.0,240,176
144,0,936.0,136.0,648,912
144,2,0.0,288.0,232,648
144,3,1752.0,408.0,168,336
144,7,320.0,440.0,248,176
145,0,992.0,136.0,592,920
145,2,0.0,288.0,240,640
145,3,1752.0,408.0,168,336
145,7,320.0,440.0,248,176
146,0,960.0,136.0,616,944
146,2,0.0,288.0,248,648
146,3,1728.0,408.0,192,336
146,7,320.0,448.0,152,168
147,0,952.0,136.0,616,944
147,2,0.0,288.0,288,640
147,3,1712.0,408.0,208,336
147,7,320.0,448.0,152,168
148,0,936.0,136.0,624,944
148,2,0.0,288.0,296,640
148,3,1728.0,408.0,192,336
148,7,320.0,440.0,232,176
149,0,936.0,136.0,616,944
149,2,0.0,296.0,296,608
149,3,1752.0,408.0,168,336
149,7,320.0,440.0,232,176
150,0,936.0,136.0,616,944
150,2,0.0,296.0,312,632
150,3,1752.0,408.0,168,336
150,7,320.0,432.0,232,184
151,0,928.0,128.0,632,952
151,2,0.0,296.0,440,632
151,3,1752.0,408.0,168,336
152,0,784.0,128.0,784,952
152,1,0.0,552.0,64,248
152,2,32.0,304.0,408,624
152,3,1728.0,408.0,192,336
153,0,784.0,120.0,800,960
153,1,0.0,552.0,64,256
153,2,32.0,312.0,408,608
153,3,1728.0,408.0,192,336
154,0,784.0,112.0,808,968
154,1,0.0,552.0,64,264
154,2,104.0,312.0,336,584
154,3,1752.0,408.0,168,336
155,0,784.0,104.0,808,976
155,1,0.0,552.0,64,248
155,2,104.0,312.0,336,576
155,3,1752.0,408.0,168,336
156,0,784.0,96.0,816,984
156,1,0.0,536.0,64,264
156,2,104.0,312.0,336,568
156,3,1712.0,408.0,208,336
157,0,784.0,88.0,808,992
157,1,0.0,536.0,64,272
157,2,104.0,312.0,344,584
